title,amount,department,date,city,views,details
INVEST IN BITCOIN AND MAKE MILLIONS,"8,00,000",Sales Tax,"October 4, 2019","Chennai, Tamil Nadu",1721,"I have made over $76,000 for about 2 months from trading bitcoin but my success never started that way as I had made substantial losses before my turn..."
Bharath Gas - LPG cylinder delivery bribe,50,Others,"October 8, 2019","Bangalore, Karnataka",1150,LPG delivery boy from Bharath Gas - Jana Bharath Gas agency - demanded Rs.50 bribe for delivering cylinder. We had to give him Rs.50 to take the cylin...
Police should take serious action ,"15,000",Police Harassment,"October 8, 2019","Raipur, Chhattisgarh",2458,"Chandrakar,traffic constable, arang ,chattisgarh ,he is stopping the trucks in the highway and demanding money as bribe..."
Police enforcement hyenas,800,Autorickshaws,"October 8, 2019","Bangalore, Karnataka",2362,Name of officer: N/a Date: 14/8/2019 (approx) Time: 5.30pm Location: Malleswaram Circle Police station  Designation: Parking sleuth...
A thousand bribe and a bottle of Johnny Walker,"4,000",Customs Check and Clearance,"October 7, 2019","Pondicherry, Pondicherry",3897,"I had read in quite a few blogs that I could carry a bottle of liquor with me, while leaving Puducherry, as long as it is for personal consumption. I ..."
Corrupt practice,200,Entry Tax,"October 7, 2019","Miryalaguda, Telangana",3212,Taking money while giving licence...
Buy 9mm Slide GEN-3 RMR Cut Tungsten for Glock 19 - U.S Made,12,Others,"October 7, 2019","Adari, Uttar Pradesh",1573,"Buy online best and inexpensive 9mm Slide GEN-3 RMR Cut Tungsten for Glock 19 (U.S Made) with Lightweight slide with custom cutouts, T 19 slides, Fits..."
Corruption,"50,000",Aadhaar Card Process,"October 7, 2019","Gwalior, Madhya Pradesh",3224,We have already paid so much commision for each thing still the services are not provided. They leaders take the commission repeadly saying the author...
Unauthorized pay n park,100,Vehicle Fitness,"October 6, 2019","Thane, Maharashtra",2458,"On Saturday I went for my annual t permit vehicle passing at Kalyan site. ""Right at the ENTRANCE"". There were people who were openly forcefully asking..."
Indian Custom Officials illegally kept $2500 USD,"1,77,000",Customs,"October 6, 2019","New Delhi, Delhi",1616,"I was carrying cash (more than $5000) which I thought was legally allowed and was randomly picked up for custom inspection at IGI Delhi Terminal 3, an..."
Get loans in your area fast,"67,000",Loans,"October 6, 2019","Chennai, Tamil Nadu",1800,"Are You Financially down? Grab this life time financial loan offer and give your business, education, homes, and construction a lift. Our loan ranges ..."
Asked for bribe in respect to violation of traffic rules,600,FIR and Complaints,"September 28, 2019","Pune, Maharashtra",1998,"Wrong side driving violation, traffic police asked for a bribe. I have the video proof of the number plate of the office who took the money. He was no..."
Paid bribe to get a bus ticket in KSRTC Airavat Bus.  ,120,Driving and Transport Business,"September 27, 2019","Bangalore, Karnataka",1097,I boarded an Airavat KSRTC bus from ITI gate in Bengaluru at 9.00 pm on 27th of September 2019 to go to Palamaner which is 120 km away. Although There...
Bribe paid,100,"Traffic Fines, Penalties, Rules","September 27, 2019","Chennai, Tamil Nadu",1715,I witnessed a share auto driver paying bribe to a traffic police for waiting for the passengers to get inside the auto... I couldn't click a picture o...
Inaction on corrupt officials in ministry of agriculture ,1,Others,"September 27, 2019","New Delhi, Delhi",1278,"Dear Sir, this grievance pertains to inaction against employees with corruption charges by the Minstry of Agriculture and Farmers Welfare, a case in p..."
Asking for bribe to pass the driving licence trial test.,"1,000",Driving Licenses and Tests,"September 26, 2019","Maldah, West Bengal",750,"The RTO officials are asking for bribe to make the failed test pass. First a fall,  they will fail you in driving trial test without any valid reason,..."
Demanding bribe for Land name ,"15,000",Contract Work,"September 26, 2019","Ratnagiri, Maharashtra",1758,For converting grandfather's land Talathi officer is demanding for 15000rs. Mother has already paid 5000rs to Rahate madam....
Misuse of public funds in Ministry of Agriculture,1,Others,"September 26, 2019","New Delhi, Delhi",1593,"Dear sir, This grievance pertains to misuse of public funds by the administration of Directorate of Economics and Statistics, an attached office of th..."
Paid Bribe to Police for verification of my Passport,"1,200",Verification and Certificates,"September 25, 2019","Jaunpur, Uttar Pradesh",1226,"I have paid 1200 INR for verification of my passport at Barsathi Police Station, Jaunpur.  This is the rule to pay 1000 - 1500 INR as bribe in the pol..."
Bribe againt receiving my documents,200,Post and Parcel,"September 25, 2019","New Delhi, Delhi",1310,"Sir ,      My name is arun sharma , my mobile number is 9711373757.    My  documents were coming  from Shillong ( meghalaya). There was a little mist..."
Government hospital related..  Balrampur ,168,Others,"September 25, 2019","Lucknow, Uttar Pradesh",1915,Hospital employees asking for bribe for giving me medical certificate..  I have gone through process and done test also..  I asked them if I pay u can...
Corruption ,200,Ration Card,"October 4, 2019","Sirsi, Uttar Pradesh",1877,Food shirastedar of food department at mini vidhana soudha sirsi is taking bribe to do his job..he is torturing poor people to give money for their wo...
SP AND CI  AND DSP WERE ASKING FOR BRIBE,"4,00,000",FIR and Complaints,"October 4, 2019","Suryapet, Telangana",1164,"SP & CI of this police station are brutally corrupted officers. Somebody made a complaint on our family, so they called and asked us for 4L as Bribe, ..."
Demanding bribe,"1,500",Driving Licenses and Tests,"October 3, 2019","Salur, Andhra Pradesh",716,"Hi , My spouse applied for license of two wheeler. Constable at the entry demanded rs1500 and warned us that we won’t get licenses if we did not pay..."
Replacement Rubber Grips for Hoverkart / Hovercart UK,"1,200",Others,"October 3, 2019","New Delhi, Delhi",1389,Now you can get best and top replacement Hoverkart Straps of Different Types Available at https://www.smartboardsuk.com/products/replacement-rubber-gr...
Modified Cooling Clutch Plate for TR/OBR sealed billet clutch housing,"1,200",Others,"October 3, 2019","New Delhi, Delhi",1302,Now stop burning up your clutches from excessive overheating and this hybrid clutch plate features machined fan blades to force air over the clutch to...
Corrupt Trafic Police of UP.,"1,500","Traffic Fines, Penalties, Rules","October 2, 2019","Gorakhpur, Uttar Pradesh",1402,"The Whole department is a corrupt my car was at the railway station on 2 October, while I WAS THERE TO lift of my relatives on the station, a police j..."
Gst refund on export sales,"95,000",Sales Tax,"October 1, 2019","Jaipur, Rajasthan",1654,"Every time I file application for gst refund I have to pay bribe to get my file sanctioned, even after submitting all verified documents they ask for ..."
Rifle Length A1 A2 Buffer Tube Kit at AR15handguard.com,"1,200",Others,"September 30, 2019","Adilabad, Telangana",1934,"Buy online cheap, best, affordable and inexpensive AR-15 fixed rifle stock a1 a2 buffer tube kit 223/5.56 that includes mil-spec rifle length buffer t..."
GST feild officer ,500,Sales Tax,"September 28, 2019","Ahmedabad, Gujarat",3181,"Mr solanki 28/09/2019 12:15pm 402,parth shilpvilla apartments, kk nagar , ghatlodiya  Gst feild visiting officer ..."
Bribe and mishaving. ,500,Driving licence Process,"September 28, 2019","Sibsagar, Assam",3166,"Even though, i have all documents clear but Police ask me to give bribe.. I was returning to home but police kept me for long time.. And misbehaving w..."
Cali E-Liquid Nicotine Salt & Pods at Calivapepods.com,200,Others,"September 25, 2019","Adari, Uttar Pradesh",1387,"Calivapepods.com has vaped, tasted and tested numerous premium nicotine salt brands and is proud to feature the lines on our website for the best vapi..."
The Kiddos: Pink Seersucker Boat Shoes For Sale,"1,200",Others,"September 25, 2019","Achhnera, Uttar Pradesh",1737,"Now you can get the Tater Tots can rock 'em just like their parents like soft, moldable leather, best in class, insoles, velcro strap for easy tighten..."
The Kiddos: Pink Seersucker Boat Shoes For Sale,"1,200",Others,"September 25, 2019","New Delhi, Delhi",1186,"Now you can get the Tater Tots can rock 'em just like their parents like soft, moldable leather, best in class, insoles, velcro strap for easy tighten..."
Information about Touts/middlemen,"5,00,000",Aadhaar Card Process,"September 24, 2019","New Delhi, Delhi",3176,"One middlemen puran singh(D-18/36, 3rd Top floor, gali no 23, old govind pura, krishna nagar, delhi-110051). He is the driver of MCD Licence inspector..."
Medical officer demanded 500 rs for doing tests in govt. hospital,500,Hospitals and Medical Care,"September 24, 2019","Hyderabad, Telangana",2280,"Name of officer:  Date of incident: 21/sep/19 Time of incident: 11:30am Location and office: Dist govt. hopital Kondapur, rangareddy dist Designation:..."
Metre Figure of 8 C7 Mains Cable Lead Plug Sky Hoverboard PS2 PS4,455,Others,"September 24, 2019","New Delhi, Delhi",1588,"Now you can buy online best, high quality and cheap 2 Metre Figure of 8 C7 Mains Cable Lead Plug Sky Hoverboard PS2 PS4 with us at Smart Boards UK at ..."
Traxxas 3.3 RC Engine Supercharger For Sale at RBinnovations.com,"1,222",Others,"September 24, 2019","New Delhi, Delhi",1187,"Buy online best, high quality and cheap Traxxas Supercharger, traxxas 3.3 engine supercharger and Traxxas Supercharger Sapre Parts in Minoa, NY, USA w..."
"AR15 Muzzle Brake, AR & AR15 Bird Cage Muzzle Brake",200,Others,"September 23, 2019","Gadwal, Telangana",607,"Are you looking to buy cheap, best and inexpensive AR15 Muzzle Brake, AR15 Bird Cage Muzzle Brake, AR muzzle brake and all other related ar15 handguar..."
Handcrafted Stemless Wine & Drinking Glasses From OAXACA For Sale,200,Others,"September 23, 2019","Kaithal, Haryana",588,Get online best and beautiful handcrafted stemless wine & drinking glasses from Oaxaca and made from recycled glass while each glass is handcrafted in...
Complain regarding illegal construction on my plot ,"1,000",FIR and Complaints,"September 23, 2019","Patna, Bihar",2270,Me and my father went to police station beur patna to lodge a complaint against my neighbour who is building his house beside my plot and intentionall...
For Death claim,"7,000",,"September 22, 2019","New Delhi, Delhi",1292,For death claim he ask for 7000  rupees  Then apply for death claim   Name of the officer- vinay Gupta Date of incident- 03/07/2019 Location- dabri Ra...
Government hospital Sanjay Gandhi Hospital ,300,Hospitals and Medical Care,"September 22, 2019","Bangalore, Karnataka",1237,Nurses of the Sanjay Gandhi hospital ( Department of Gynecologist) those who get their delivery via cesarean operation.My sister have delivered a baby...
Passing building drawing,"8,500",Building and Housing,"September 22, 2019","Bettiah, Bihar",920,"For the building drawing passing Nagar parisad Bettiah, JE Sujay suman and Clark sanjeev kumar asled for bribe money 8500 , and if you dealy drawing w..."
TT take bribe from passengers,600,Ticket and Seat Related,"September 22, 2019","Ambala, Haryana",1342,Name:  police constable Date: 22 sept. 2019 Time 12:15am Location ambala TT and railway police ...
